order_id,customer_name,product,quantity,price,order_date
3749,Michael Morgan,Tablet,7,39.34,2024-05-25
3750,Michael Morgan,Smartphone,10,13.38,2024-10-05
3751,Michael Morgan,Speaker,10,43.54,2024-04-06
3752,Michael Morgan,Camera,8,31.83,2024-03-22
3753,Michael Morgan,USB,6,15.23,2024-06-18
3754,Michael Morgan,Camera,1,94.76,2024-03-18
3755,Michael Morgan,Speaker,5,88.5,2024-11-02
3756,Michael Morgan,Earphones,3,20.56,2024-11-29
3757,Michael Morgan,Keyboard,3,10.82,2024-04-24
3758,Michael Morgan,Camera,1,38.37,2024-10-21
3759,Michael Morgan,Headphones,7,20.45,2024-10-12
3760,Michael Morgan,Camera,6,44.85,2024-08-19
3761,Michael Morgan,Laptop,4,15.01,2024-06-02
3762,Michael Morgan,Mouse,7,11.51,2024-05-27
3763,Michael Morgan,Mouse,9,63.79,2024-06-16
3764,Michael Morgan,Speaker,3,44.51,2024-02-03
3765,Michael Morgan,Tablet,7,55.25,2024-11-18
3766,Michael Morgan,Keyboard,6,70.51,2024-06-15
3767,Michael Morgan,Headphones,6,67.84,2024-11-24
3768,Michael Morgan,Speaker,7,81.96,2024-01-24
3769,Michael Morgan,Laptop,2,89.88,2024-08-07
3770,Michael Morgan,Earphones,4,23.76,2024-10-28
3771,Michael Morgan,Headphones,9,64.08,2024-06-20
3772,Michael Morgan,Mouse,4,21.23,2024-03-26
3773,Michael Morgan,Laptop,10,90.6,2024-01-18
3774,Michael Morgan,Speaker,5,60.52,2024-11-25
3775,Michael Morgan,Mouse,10,16.57,2024-11-12
3776,Michael Morgan,USB,10,90.23,2024-10-29
3777,Michael Morgan,Headphones,10,32.63,2024-12-17
3778,Michael Morgan,Printer,6,10.79,2024-04-21
3779,Michael Morgan,Smartphone,4,19.34,2024-04-23
3780,Michael Morgan,USB,4,23.39,2024-03-22
3781,Michael Morgan,Earphones,8,62.57,2024-01-22
3782,Michael Morgan,Mouse,8,54.13,2024-07-28
3783,Michael Morgan,Tablet,5,65.55,2024-07-03
3784,Michael Morgan,USB,8,69.55,2024-11-17
3785,Michael Morgan,Printer,9,30.93,2024-03-23
3786,Michael Morgan,Speaker,1,15.45,2024-03-12
3787,Sandra Richardson,Smartphone,9,11.67,2024-11-14
3788,Sandra Richardson,Mouse,10,53.48,2024-07-10
3789,Sandra Richardson,Headphones,3,18.75,2024-04-20
3790,Sandra Richardson,Keyboard,9,90.5,2024-12-07
3791,Sandra Richardson,Speaker,7,91.46,2024-06-17
3792,Sandra Richardson,Earphones,5,36.68,2024-11-27
3793,Sandra Richardson,Mouse,1,28.04,2024-12-19
3794,Sandra Richardson,Camera,3,39.74,2024-06-13
3795,Sandra Richardson,Printer,6,95.14,2024-05-18
3796,Sandra Richardson,Speaker,2,47.03,2024-02-20
3797,Sandra Richardson,Tablet,3,42.47,2024-01-01
3798,Sandra Richardson,Mouse,7,15.32,2024-12-03
3799,Sandra Richardson,Laptop,3,84.39,2024-02-16
3800,Sandra Richardson,Printer,6,29.05,2024-03-17
3801,Sandra Richardson,Smartphone,4,93.16,2024-04-10
3802,Sandra Richardson,Keyboard,8,50.35,2024-05-03
3803,Sandra Richardson,Laptop,4,86.7,2024-04-18
3804,Sandra Richardson,Laptop,7,84.87,2024-07-06
3805,Sandra Richardson,USB,6,39.34,2024-10-25
3806,Sandra Richardson,Speaker,7,76.17,2024-07-19
3807,Sandra Richardson,Laptop,2,44.79,2024-11-26
3808,Sandra Richardson,Mouse,10,35.24,2024-06-11
3809,Sandra Richardson,Tablet,10,56.01,2024-06-04
3810,Sandra Richardson,Headphones,7,34.04,2024-09-17
3811,Sandra Richardson,Laptop,7,33.19,2024-02-02
3812,Sandra Richardson,Earphones,1,34.4,2024-10-29
3813,Sandra Richardson,Laptop,7,15.34,2024-11-09
3814,Sandra Richardson,Headphones,1,67.71,2024-12-09
3815,Sandra Richardson,Keyboard,5,96.61,2024-04-02
3816,Sandra Richardson,Laptop,9,49.53,2024-01-04
3817,Sandra Richardson,Keyboard,6,63.92,2024-03-01
3818,Sandra Richardson,Laptop,6,18.1,2024-09-14
3819,Sandra Richardson,Earphones,1,50.95,2024-04-10
3820,Sandra Richardson,Speaker,1,92.85,2024-01-29
3821,Sandra Richardson,Mouse,5,23.16,2024-09-10
3822,Sandra Richardson,Smartphone,4,37.15,2024-05-18
3823,Sandra Richardson,Printer,9,75.01,2024-09-21
3824,Sandra Richardson,Headphones,5,20.73,2024-06-20
3825,Sandra Richardson,Headphones,2,14.41,2024-01-27
3826,Sandra Richardson,USB,3,36.41,2024-08-13
3827,Sandra Richardson,Keyboard,5,97.11,2024-02-21
3828,Sandra Richardson,Smartphone,6,74.87,2024-09-27
3829,Sandra Richardson,Earphones,2,33.89,2024-10-22
3830,Sandra Richardson,Printer,7,10.23,2024-05-07
3831,Sandra Richardson,USB,6,60.22,2024-01-22
3832,Sandra Richardson,Tablet,4,58.8,2024-10-13
3833,Sandra Richardson,Speaker,7,89.07,2024-01-07
3834,Sandra Richardson,Laptop,7,35.16,2024-04-09
3835,Sandra Richardson,Smartphone,4,28.3,2024-06-12
3836,Sandra Richardson,Mouse,9,29.23,2024-02-03
3837,Sandra Richardson,Mouse,9,74.9,2024-02-16
3838,Sandra Richardson,Mouse,8,95.89,2024-02-23
3839,Sandra Richardson,Printer,9,24.78,2024-04-12
3840,Sandra Richardson,USB,6,15.92,2024-06-12
3841,Sandra Richardson,Laptop,9,53.31,2024-10-04
3842,Sandra Richardson,Printer,1,26.84,2024-03-07
3843,Sandra Richardson,Headphones,1,18.87,2024-09-03
3844,Sandra Richardson,Printer,7,22.86,2024-08-12
3845,Sandra Richardson,Speaker,7,97.96,2024-08-08
3846,Sandra Richardson,Keyboard,1,22.44,2024-02-13
3847,Sandra Richardson,Smartphone,9,73.21,2024-12-22
3848,Sandra Richardson,Tablet,2,16.76,2024-10-16
3849,Sandra Richardson,Mouse,9,20.59,2024-09-16
3850,Sandra Richardson,Keyboard,6,88.68,2024-04-17
3851,Sandra Richardson,Speaker,4,86.82,2024-12-24
3852,Sandra Richardson,Printer,10,44.5,2024-01-31
3853,Sandra Richardson,Speaker,9,28.61,2024-04-16
3854,Sandra Richardson,Speaker,2,75.62,2024-09-24
3855,Sandra Richardson,Tablet,1,51.8,2024-08-22
3856,Sandra Richardson,Smartphone,4,75.79,2024-09-13
3857,Sandra Richardson,Mouse,3,81.61,2024-07-07
3858,Sandra Richardson,Mouse,4,58.64,2024-04-20
3859,Sandra Richardson,Tablet,2,39.54,2024-06-14
3860,Sandra Richardson,Mouse,10,17.32,2024-08-23
3861,Sandra Richardson,Printer,3,68.6,2024-08-03
3862,Sandra Richardson,Speaker,2,93.72,2024-06-04
3863,Sandra Richardson,Laptop,4,78.72,2024-10-31
3864,Sandra Richardson,USB,4,98.78,2024-07-06
3865,Sandra Richardson,Earphones,9,47.4,2024-04-16
3866,Sandra Richardson,Headphones,5,74.49,2024-11-02
3867,Sandra Richardson,USB,1,15.96,2024-03-06
3868,Sandra Richardson,Camera,8,85.87,2024-04-12
3869,Kelli Martinez,Keyboard,5,70.32,2024-03-23
3870,Kelli Martinez,Earphones,8,25.02,2024-10-02
3871,Kelli Martinez,Laptop,6,96.81,2024-10-19
3872,Kelli Martinez,USB,5,95.79,2024-03-21
3873,Kelli Martinez,Tablet,6,28.56,2024-02-16
3874,Kelli Martinez,Camera,1,16.27,2024-05-24
3875,Kelli Martinez,USB,5,87.62,2024-10-15
3876,Kelli Martinez,Camera,4,11.51,2024-10-11
3877,Kelli Martinez,USB,6,66.84,2024-06-06
3878,Kelli Martinez,Printer,8,28.13,2024-04-16
3879,Kelli Martinez,Smartphone,6,82.79,2024-02-23
3880,Kelli Martinez,Headphones,6,60.11,2024-12-27
3881,Kelli Martinez,Smartphone,5,10.8,2024-03-24
3882,Kelli Martinez,Earphones,10,31.55,2024-08-09
3883,Kelli Martinez,Smartphone,4,92.31,2024-08-04
3884,Kelli Martinez,Keyboard,9,90.92,2024-02-14
3885,Kelli Martinez,Tablet,3,75.45,2024-05-05
3886,Kelli Martinez,Tablet,7,78.91,2024-03-04
3887,Kelli Martinez,Printer,2,17.74,2024-10-04
3888,Kelli Martinez,Camera,6,35.28,2024-07-08
3889,Kelli Martinez,Printer,6,84.06,2024-06-03
3890,Kelli Martinez,Mouse,9,24.11,2024-08-02
3891,Kelli Martinez,USB,4,51.32,2024-10-23
3892,Kelli Martinez,Camera,7,38.89,2024-05-22
3893,Kelli Martinez,Keyboard,1,12.02,2024-05-11
3894,Kelli Martinez,Smartphone,5,54.75,2024-05-19
3895,Kelli Martinez,Speaker,7,96.05,2024-01-10
3896,Kelli Martinez,Keyboard,2,83.41,2024-01-23
3897,Kelli Martinez,Headphones,5,54.85,2024-08-08
3898,Kelli Martinez,Tablet,3,76.26,2024-05-07
3899,Kelli Martinez,Earphones,10,46.94,2024-03-18
3900,Kelli Martinez,USB,4,32.3,2024-04-01
3901,Kelli Martinez,Earphones,6,22.73,2024-07-19
3902,Kelli Martinez,Camera,1,50.25,2024-06-08
3903,Kelli Martinez,Earphones,10,15.99,2024-03-08
3904,Kelli Martinez,Speaker,8,62.87,2024-09-17
3905,Kelli Martinez,Printer,2,70.53,2024-08-27
3906,Kelli Martinez,Printer,2,67.13,2024-04-22
3907,Brenda Washington,Laptop,7,83.93,2024-08-04
3908,Brenda Washington,Laptop,8,13.7,2024-07-15
3909,Brenda Washington,Camera,8,20.97,2024-07-15
3910,Brenda Washington,Tablet,5,28.76,2024-07-11
3911,Brenda Washington,Keyboard,3,31.12,2024-02-24
3912,Brenda Washington,Printer,5,24.17,2024-09-10
3913,Brenda Washington,Smartphone,7,31.89,2024-08-19
3914,Brenda Washington,USB,3,71.27,2024-06-19
3915,Brenda Washington,Keyboard,7,30.54,2024-11-12
3916,Brenda Washington,Earphones,10,98.6,2024-02-23
3917,Brenda Washington,Keyboard,3,47.09,2024-01-20
3918,Brenda Washington,Headphones,2,88.97,2024-12-04
3919,Brenda Washington,Headphones,6,95.18,2024-03-16
3920,Brenda Washington,Keyboard,6,53.42,2024-12-11
3921,Brenda Washington,Headphones,8,44.34,2024-03-24
3922,Brenda Washington,Printer,8,25.53,2024-11-08
3923,Brenda Washington,Mouse,1,16.58,2024-08-08
3924,Brenda Washington,Mouse,8,35.14,2024-08-22
3925,Brenda Washington,Mouse,1,30.38,2024-04-03
3926,Brenda Washington,Keyboard,5,50.86,2024-04-28
3927,Brenda Washington,Headphones,3,43.81,2024-06-08
3928,Brenda Washington,Mouse,5,57.13,2024-11-29
3929,Brenda Washington,Laptop,8,71.62,2024-11-02
3930,Brenda Washington,Headphones,8,99.48,2024-12-16
3931,Brenda Washington,Speaker,7,36.19,2024-01-30
3932,Brenda Washington,Smartphone,5,98.67,2024-03-17
3933,Brenda Washington,Tablet,9,11.69,2024-10-31
3934,Brenda Washington,Earphones,5,79.63,2024-05-21
3935,Brenda Washington,Printer,9,79.54,2024-10-06
3936,Brenda Washington,USB,5,35.17,2024-01-18
3937,Brenda Washington,Mouse,6,19.4,2024-12-16
3938,Brenda Washington,Mouse,2,65.13,2024-04-11
3939,Brenda Washington,Laptop,6,12.19,2024-07-20
3940,Brenda Washington,Smartphone,3,13.35,2024-05-15
3941,Brenda Washington,Mouse,3,59.09,2024-01-25
3942,Brenda Washington,Mouse,9,70.74,2024-02-12
3943,Brenda Washington,Camera,2,29.66,2024-02-12
3944,Brenda Washington,Mouse,2,70.22,2024-08-17
3945,Brenda Washington,Speaker,6,92.86,2024-05-08
3946,Brenda Washington,Tablet,9,86.33,2024-09-23
3947,Brenda Washington,Laptop,8,63.56,2024-10-31
3948,Brenda Washington,Earphones,8,83.27,2024-12-19
3949,Brenda Washington,Printer,2,26.01,2024-05-12
3950,Brenda Washington,USB,6,60.3,2024-06-18
3951,Brenda Washington,Smartphone,10,72.38,2024-04-07
3952,Brenda Washington,Earphones,1,67.5,2024-09-20
3953,Brenda Washington,USB,10,19.88,2024-04-26
3954,Brenda Washington,USB,1,71.9,2024-10-30
3955,Brenda Washington,Laptop,9,70.24,2024-12-05
3956,Brenda Washington,Keyboard,8,33.96,2024-02-10
3957,Brenda Washington,Keyboard,1,51.26,2024-12-14
3958,Brenda Washington,Camera,3,18.4,2024-06-27
3959,Brenda Washington,Laptop,9,10.2,2024-12-14
3960,Brenda Washington,Printer,2,89.74,2024-06-03
3961,Brenda Washington,Mouse,4,67.97,2024-08-07
3962,Brenda Washington,USB,7,96.51,2024-12-22
3963,Brenda Washington,Keyboard,6,71.49,2024-03-22
3964,Brenda Washington,Camera,2,17.12,2024-02-13
3965,Brenda Washington,Headphones,4,78.53,2024-03-10
3966,Brenda Washington,Mouse,4,45.93,2024-04-05
3967,Brenda Washington,Tablet,6,78.0,2024-10-21
3968,Jason Cowan,Printer,6,49.75,2024-05-18
3969,Jason Cowan,Smartphone,10,87.68,2024-03-13
3970,Jason Cowan,Laptop,4,10.38,2024-07-13
3971,Jason Cowan,USB,6,35.06,2024-07-04
3972,Jason Cowan,Speaker,4,24.17,2024-02-12
3973,Jason Cowan,Tablet,2,17.52,2024-11-16
3974,Jason Cowan,Camera,1,39.49,2024-09-13
3975,Jason Cowan,Printer,10,82.1,2024-08-01
3976,Jason Cowan,Keyboard,3,71.9,2024-06-10
3977,Jason Cowan,Laptop,5,16.27,2024-12-01
3978,Jason Cowan,Laptop,4,89.46,2024-04-15
3979,Jason Cowan,Smartphone,10,83.3,2024-03-27
3980,Jason Cowan,Tablet,4,26.06,2024-12-06
3981,Jason Cowan,Headphones,6,17.65,2024-02-29
3982,Jason Cowan,Keyboard,4,98.71,2024-03-06
3983,Jason Cowan,Smartphone,8,77.93,2024-05-07
3984,Jason Cowan,Tablet,4,95.97,2024-08-13
3985,Parker Hammond,USB,10,45.75,2024-09-11
3986,Parker Hammond,Earphones,7,28.08,2024-12-12
3987,Parker Hammond,Camera,8,69.88,2024-05-18
3988,Parker Hammond,Laptop,7,19.96,2024-11-07
3989,Parker Hammond,Earphones,2,67.78,2024-07-15
3990,Parker Hammond,Headphones,2,16.69,2024-02-05
3991,Parker Hammond,Earphones,2,99.18,2024-02-03
3992,Parker Hammond,Mouse,9,37.18,2024-05-14
3993,Parker Hammond,Printer,2,30.98,2024-02-17
3994,Parker Hammond,Camera,5,56.01,2024-04-08
3995,Parker Hammond,Earphones,6,62.44,2024-04-27
3996,Parker Hammond,Printer,5,34.48,2024-02-12
3997,Parker Hammond,Tablet,9,53.74,2024-02-09
3998,Parker Hammond,Keyboard,10,71.39,2024-09-26
3999,Parker Hammond,Speaker,2,45.61,2024-08-14
4000,Parker Hammond,USB,1,46.98,2024-01-20
4001,Parker Hammond,Speaker,1,45.57,2024-12-07
4002,Parker Hammond,Camera,7,34.54,2024-05-17
4003,Parker Hammond,Tablet,3,56.22,2024-01-31
4004,Parker Hammond,Laptop,2,69.74,2024-06-08
4005,Parker Hammond,Tablet,3,16.94,2024-04-07
4006,Parker Hammond,Camera,3,40.18,2024-08-26
4007,Parker Hammond,Keyboard,10,87.84,2024-05-29
4008,Parker Hammond,Keyboard,1,65.57,2024-01-04
4009,Parker Hammond,Speaker,9,99.28,2024-07-07
4010,Parker Hammond,Camera,4,27.89,2024-12-22
4011,Parker Hammond,Tablet,7,44.48,2024-03-31
4012,Parker Hammond,Keyboard,5,57.18,2024-04-07
4013,Parker Hammond,Laptop,1,70.46,2024-11-24
4014,Parker Hammond,Smartphone,5,33.22,2024-02-20
4015,Parker Hammond,Smartphone,3,34.03,2024-02-08
4016,Parker Hammond,Headphones,7,34.14,2024-08-26
4017,Parker Hammond,Tablet,4,51.6,2024-04-02
4018,Parker Hammond,Smartphone,1,55.52,2024-11-08
4019,Parker Hammond,Earphones,1,49.25,2024-02-03
4020,Parker Hammond,Smartphone,2,38.78,2024-06-23
4021,Parker Hammond,Keyboard,4,82.78,2024-07-24
4022,Parker Hammond,Headphones,7,84.57,2024-12-17
4023,Parker Hammond,Camera,4,56.23,2024-05-27
4024,Parker Hammond,Keyboard,10,55.05,2024-05-15
4025,Parker Hammond,Earphones,3,63.12,2024-09-30
4026,Parker Hammond,Speaker,4,64.2,2024-09-23
4027,Parker Hammond,Smartphone,1,25.01,2024-12-16
4028,Parker Hammond,Earphones,4,75.67,2024-04-03
4029,Parker Hammond,Keyboard,7,97.72,2024-12-23
4030,Eric Cox,Laptop,6,71.77,2024-11-07
4031,Eric Cox,Tablet,8,86.6,2024-11-01
4032,Eric Cox,Smartphone,6,74.99,2024-08-07
4033,Eric Cox,Smartphone,4,77.41,2024-02-27
4034,Eric Cox,Camera,6,65.21,2024-10-01
4035,Eric Cox,Camera,10,49.74,2024-08-23
4036,Eric Cox,Speaker,6,51.81,2024-04-11
4037,Eric Cox,Smartphone,6,47.12,2024-09-20
4038,Eric Cox,Keyboard,4,67.44,2024-10-03
4039,Eric Cox,Tablet,4,49.04,2024-12-03
4040,Eric Cox,Mouse,9,11.07,2024-08-09
4041,Eric Cox,Tablet,7,39.36,2024-10-29
4042,Eric Cox,Printer,9,18.29,2024-01-04
4043,Eric Cox,Earphones,7,63.1,2024-05-28
4044,Eric Cox,Camera,9,83.98,2024-06-28
4045,Eric Cox,USB,10,46.98,2024-01-08
4046,Eric Cox,Tablet,6,64.56,2024-12-29
4047,Eric Cox,Speaker,1,88.17,2024-08-24
4048,Eric Cox,Smartphone,6,95.31,2024-02-26
4049,Eric Cox,Speaker,7,46.26,2024-11-22
4050,Eric Cox,Headphones,5,22.66,2024-08-09
4051,Eric Cox,Keyboard,3,49.08,2024-04-27
4052,Eric Cox,Headphones,3,62.23,2024-04-12
4053,Eric Cox,Mouse,5,28.07,2024-05-29
4054,Eric Cox,Smartphone,7,95.9,2024-06-30
4055,Eric Cox,Smartphone,10,27.41,2024-04-18
4056,Eric Cox,Speaker,1,33.0,2024-07-18
4057,Eric Cox,Laptop,10,89.2,2024-05-18
4058,Eric Cox,Speaker,8,32.91,2024-08-01
4059,Eric Cox,Speaker,5,61.36,2024-07-23
4060,Eric Cox,Mouse,9,84.8,2024-09-02
4061,Eric Cox,Mouse,10,21.55,2024-01-22
4062,Eric Cox,USB,7,50.31,2024-06-07
4063,Lisa Long,USB,10,61.65,2024-01-05
4064,Lisa Long,Keyboard,6,57.82,2024-04-05
4065,Lisa Long,Keyboard,10,63.2,2024-06-16
4066,Lisa Long,Speaker,2,90.97,2024-06-30
4067,Lisa Long,Camera,7,91.77,2024-09-27
4068,Lisa Long,Mouse,7,91.27,2024-04-06
4069,Lisa Long,Mouse,1,67.97,2024-05-14
4070,Lisa Long,Speaker,10,70.48,2024-04-09
4071,Lisa Long,USB,10,44.88,2024-07-22
4072,Lisa Long,Mouse,4,60.82,2024-10-07
4073,Lisa Long,Speaker,5,23.39,2024-10-13
4074,Lisa Long,Smartphone,8,86.11,2024-05-21
4075,Lisa Long,Smartphone,2,49.03,2024-04-18
4076,Lisa Long,Earphones,6,85.79,2024-01-05
4077,Lisa Long,Tablet,5,70.96,2024-03-20
4078,Lisa Long,Mouse,7,76.32,2024-07-12
4079,Lisa Long,Camera,9,34.72,2024-09-28
4080,Lisa Long,Camera,8,91.5,2024-11-03
4081,Lisa Long,Printer,2,27.12,2024-10-31
4082,Lisa Long,USB,9,30.65,2024-07-08
4083,Lisa Long,Camera,2,46.8,2024-02-16
4084,Lisa Long,Headphones,4,35.95,2024-08-15
4085,Lisa Long,USB,10,19.04,2024-01-19
4086,Lisa Long,Printer,9,59.84,2024-02-23
4087,Lisa Long,Laptop,4,27.66,2024-03-30
4088,Lisa Long,Headphones,3,40.22,2024-01-05
4089,Lisa Long,Keyboard,3,93.45,2024-12-26
4090,Lisa Long,Tablet,6,69.52,2024-10-23
4091,Lisa Long,Keyboard,1,87.17,2024-10-31
4092,Lisa Long,Printer,2,56.36,2024-02-28
4093,Lisa Long,USB,1,44.57,2024-03-23
4094,Lisa Long,Laptop,6,34.18,2024-09-02
4095,Lisa Long,Headphones,1,96.71,2024-04-13
4096,Lisa Long,Headphones,7,46.39,2024-12-30
4097,Lisa Long,Keyboard,8,51.26,2024-02-20
4098,Lisa Long,Headphones,7,29.3,2024-06-15
4099,Lisa Long,Mouse,4,59.42,2024-08-17
4100,Lisa Long,Earphones,2,79.73,2024-03-11
4101,Lisa Long,Camera,6,13.75,2024-05-22
4102,Lisa Long,Smartphone,2,77.9,2024-10-07
4103,Lisa Long,Smartphone,2,67.51,2024-02-24
4104,Lisa Long,Smartphone,10,22.71,2024-06-12
4105,Lisa Long,Keyboard,7,30.72,2024-09-21
4106,Lisa Long,Earphones,5,10.37,2024-08-07
4107,Lisa Long,Tablet,1,11.17,2024-11-04
4108,Lisa Long,Speaker,4,28.46,2024-03-11
4109,Lisa Long,Speaker,9,99.42,2024-03-24
4110,Lisa Long,Headphones,4,31.93,2024-11-14
4111,Lisa Long,Printer,1,33.73,2024-01-17
4112,Lisa Long,Laptop,5,42.44,2024-01-14
4113,Lisa Long,Keyboard,10,72.38,2024-07-04
4114,Mary Underwood,Keyboard,9,16.4,2024-08-06
4115,Mary Underwood,Camera,9,88.51,2024-06-10
4116,Mary Underwood,Camera,7,50.69,2024-12-27
4117,Amanda Gates,Speaker,2,26.42,2024-04-03
4118,Amanda Gates,Printer,4,72.62,2024-02-10
4119,Amanda Gates,Smartphone,7,34.49,2024-01-24
4120,Amanda Gates,Laptop,4,37.95,2024-06-27
4121,Amanda Gates,Laptop,1,50.12,2024-02-04
4122,Amanda Gates,Keyboard,4,42.0,2024-12-12
4123,Amanda Gates,Keyboard,3,48.26,2024-09-29
4124,Amanda Gates,Headphones,7,54.47,2024-08-19
4125,Amanda Gates,Laptop,7,29.85,2024-08-08
4126,Amanda Gates,Laptop,9,35.35,2024-12-11
4127,Amanda Gates,Headphones,9,80.92,2024-07-29
4128,Amanda Gates,Camera,3,78.16,2024-12-08
4129,Amanda Gates,Tablet,6,85.62,2024-05-27
4130,Amanda Gates,Laptop,7,12.55,2024-08-09
4131,Amanda Gates,Camera,2,92.09,2024-03-19
4132,Amanda Gates,Smartphone,5,61.85,2024-10-06
4133,Amanda Gates,Keyboard,5,25.99,2024-03-20
4134,Amanda Gates,Speaker,5,82.34,2024-04-21
4135,Melinda Bennett,Camera,4,46.03,2024-05-17
4136,Melinda Bennett,Mouse,1,41.44,2024-03-19
4137,Melinda Bennett,Earphones,3,52.17,2024-11-05
4138,Melinda Bennett,Tablet,3,96.01,2024-07-28
4139,Melinda Bennett,Speaker,4,96.59,2024-08-20
4140,Melinda Bennett,Earphones,2,65.67,2024-02-01
4141,Melinda Bennett,Earphones,2,32.68,2024-01-25
4142,Melinda Bennett,Tablet,4,92.13,2024-03-18
4143,Melinda Bennett,USB,7,21.7,2024-02-22
4144,Melinda Bennett,USB,1,95.15,2024-09-16
4145,Melinda Bennett,Tablet,9,82.23,2024-04-10
4146,Melinda Bennett,Laptop,5,26.86,2024-10-02
4147,Melinda Bennett,Smartphone,10,17.55,2024-01-31
4148,Melinda Bennett,Printer,8,45.97,2024-02-09
4149,Melinda Bennett,Smartphone,2,71.34,2024-10-03
4150,Melinda Bennett,USB,2,76.28,2024-02-12
4151,Melinda Bennett,Smartphone,4,87.35,2024-02-05
4152,Melinda Bennett,Mouse,3,41.39,2024-09-28
4153,Allison Fernandez,Headphones,1,40.63,2024-07-26
4154,Allison Fernandez,Speaker,7,18.15,2024-12-27
4155,Allison Fernandez,Speaker,3,25.57,2024-01-21
4156,Allison Fernandez,Earphones,1,35.9,2024-12-27
4157,Allison Fernandez,Laptop,4,46.88,2024-07-16
4158,Allison Fernandez,Printer,6,40.18,2024-08-03
4159,Allison Fernandez,Headphones,6,75.78,2024-10-13
4160,Allison Fernandez,Keyboard,2,73.45,2024-04-24
4161,Allison Fernandez,Mouse,5,59.69,2024-02-27
4162,Allison Fernandez,Printer,3,66.29,2024-02-03
4163,Allison Fernandez,Speaker,10,61.27,2024-06-23
4164,Allison Fernandez,Tablet,8,98.44,2024-10-17
4165,Allison Fernandez,Smartphone,8,37.01,2024-10-15
4166,Allison Fernandez,Camera,3,86.99,2024-10-20
4167,Allison Fernandez,Mouse,7,10.89,2024-04-06
4168,Allison Fernandez,Camera,6,93.7,2024-10-13
4169,Allison Fernandez,Camera,8,13.04,2024-12-07
4170,Allison Fernandez,Tablet,10,76.19,2024-03-10
4171,Allison Fernandez,Laptop,4,78.17,2024-06-24
4172,Allison Fernandez,Laptop,7,33.74,2024-12-26
4173,Allison Fernandez,Tablet,2,43.52,2024-02-18
4174,Allison Fernandez,USB,2,13.71,2024-07-20
4175,Allison Fernandez,Headphones,5,61.06,2024-03-12
4176,Allison Fernandez,USB,9,55.48,2024-04-03
4177,Allison Fernandez,Speaker,5,67.1,2024-12-23
4178,Allison Fernandez,Printer,8,12.26,2024-02-13
4179,Allison Fernandez,USB,5,39.3,2024-11-30
4180,Allison Fernandez,Printer,10,47.82,2024-09-07
4181,Allison Fernandez,USB,4,59.07,2024-08-04
4182,Allison Fernandez,Headphones,3,22.7,2024-08-25
4183,Allison Fernandez,Tablet,10,24.46,2024-02-20
4184,Allison Fernandez,Tablet,4,59.43,2024-06-06
4185,Allison Fernandez,Camera,3,61.12,2024-04-24
4186,Allison Fernandez,Speaker,2,11.8,2024-11-27
4187,Allison Fernandez,Earphones,7,43.66,2024-12-28
4188,Allison Fernandez,Keyboard,10,96.29,2024-02-22
4189,Allison Fernandez,Speaker,6,44.26,2024-07-05
4190,Allison Fernandez,Keyboard,4,56.51,2024-05-23
4191,Allison Fernandez,Keyboard,7,84.73,2024-12-22
4192,Allison Fernandez,Tablet,7,18.93,2024-05-04
4193,Allison Fernandez,Laptop,2,15.36,2024-03-07
4194,Allison Fernandez,Laptop,4,27.7,2024-03-13
4195,Allison Fernandez,Keyboard,2,59.57,2024-10-24
4196,Allison Fernandez,Camera,6,82.55,2024-08-23
4197,Allison Fernandez,Laptop,8,96.12,2024-02-17
4198,Allison Fernandez,Laptop,6,35.99,2024-03-30
4199,Allison Fernandez,Laptop,3,66.35,2024-05-13
4200,Allison Fernandez,Tablet,10,47.17,2024-03-07
4201,Allison Fernandez,USB,4,10.14,2024-03-23
4202,Allison Fernandez,USB,3,81.01,2024-09-05
4203,Allison Fernandez,Headphones,7,50.44,2024-04-10
4204,Allison Fernandez,Headphones,5,71.49,2024-02-28
4205,Allison Fernandez,Keyboard,7,47.35,2024-01-11
4206,Allison Fernandez,Tablet,1,41.77,2024-04-12
4207,Allison Fernandez,Speaker,4,69.62,2024-03-03
4208,Allison Fernandez,Keyboard,5,33.86,2024-08-06
4209,Allison Fernandez,Keyboard,10,77.02,2024-04-10
4210,Allison Fernandez,Camera,1,63.25,2024-06-26
4211,Allison Fernandez,Headphones,3,10.18,2024-08-09
4212,Allison Fernandez,Headphones,3,13.96,2024-07-28
4213,Allison Fernandez,Headphones,3,38.39,2024-12-05
4214,Allison Fernandez,Keyboard,10,34.18,2024-09-29
4215,Allison Fernandez,Smartphone,2,86.86,2024-09-15
4216,Allison Fernandez,Laptop,4,22.58,2024-03-19
4217,Allison Fernandez,USB,1,14.26,2024-03-31
4218,Allison Fernandez,Earphones,7,69.49,2024-01-26
4219,Allison Fernandez,Tablet,10,72.18,2024-09-07
4220,Allison Fernandez,Printer,7,69.15,2024-08-01
4221,Allison Fernandez,Earphones,7,85.83,2024-07-03
4222,Allison Fernandez,Smartphone,7,91.95,2024-01-20
4223,Allison Fernandez,Printer,9,94.36,2024-04-13
4224,Allison Fernandez,Laptop,1,65.7,2024-06-24
4225,Allison Fernandez,Tablet,5,76.16,2024-05-22
4226,Allison Fernandez,Earphones,5,70.49,2024-11-08
4227,Allison Fernandez,Printer,5,14.05,2024-09-25
